,_file,copyright,date,location,pano_id,status,Unnamed: 0,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
16929,gsv_16929.jpg,© Google,2015-06-01,"{'lat': 42.3788661, 'lng': -71.0236546}",Kvp45SBKcKzlGO2RVJvcqg,OK,45288,Boston,42.378624,-71.02346,26.104129999999998,1,POINT (-71.02346 42.378624),55437,Miscellaneous
11143,gsv_11143.jpg,© Google,2018-09-01,"{'lat': 42.3350192941261, 'lng': -71.11007319034768}",Y9Y_4uNk3j4A61B5k6Kl9w,OK,16993,Boston,42.335075,-71.110153,25.940844,1,POINT (-71.110153 42.335075),55025,Open Space
9196,gsv_9196.jpg,© Google,2018-08-01,"{'lat': 42.30946283792613, 'lng': -71.08004932241917}",zOhq_CbYpfozAV-S4jLVyQ,OK,5697,Boston,42.309399,-71.079941,24.246557,0,POINT (-71.07994100000001 42.309399),55523,Residential
3537,gsv_3537.jpg,© Google,2016-09-01,"{'lat': 42.27873853904637, 'lng': -71.1607080552404}",V-x90VdaDtnMJAnlVRSYeg,OK,112650,Boston,42.278988,-71.160347,31.419196999999997,1,POINT (-71.160347 42.278988),54446,Residential
10411,gsv_10411.jpg,© Google,2014-09-01,"{'lat': 42.3368572, 'lng': -71.1639794}",dzGmSDXk0FZhNbuzLiw4xw,OK,136938,Boston,42.336945,-71.163666,33.805157,1,POINT (-71.16366600000001 42.336945),55357,Open Space
6284,gsv_6284.jpg,© Google,2018-09-01,"{'lat': 42.3281944, 'lng': -71.1000973}",Ryo8_DeRqMri8g24yMqkxg,OK,13064,Boston,42.328251,-71.100204,22.827633,0,POINT (-71.10020400000001 42.328251),55064,Residential
14949,gsv_14949.jpg,© Google,2018-08-01,"{'lat': 42.34415556208843, 'lng': -71.03432048807409}",XHyKSZ6ZNo78pKHFR94UgQ,OK,22621,Boston,42.344173,-71.034348,16.939508,0,POINT (-71.03434799999999 42.344173),55417,Industrial
13076,gsv_13076.jpg,© Google,2018-11-01,"{'lat': 42.28119110458196, 'lng': -71.04571406683456}",C9EKniK0aTM26VF2Zn1ovA,OK,114010,Boston,42.280975,-71.04521899999997,19.657591,0,POINT (-71.04521899999997 42.280975),54216,Open Space
7700,gsv_7700.jpg,© Google,2018-09-01,"{'lat': 42.35753191804896, 'lng': -71.15233724648122}",81W0KLSkVvyYHSy56Zn8Qg,OK,31702,Boston,42.357498,-71.152367,21.159395,0,POINT (-71.152367 42.357498),55299,Residential
1705,gsv_1705.jpg,© Google,2018-08-01,"{'lat': 42.34518465097938, 'lng': -71.09064802948888}",z4G-6ECsdprVjFn_qcSaJg,OK,23350,Boston,42.34515,-71.090446,25.6952,1,POINT (-71.090446 42.34515),55145,Residential
942,gsv_942.jpg,© Google,2018-09-01,"{'lat': 42.36993417134367, 'lng': -71.03624610597426}",YKFx6EIi5LsGihRf145HqQ,OK,39398,Boston,42.370174,-71.036598,28.363315999999998,1,POINT (-71.036598 42.370174),55436,Residential
3570,gsv_3570.jpg,© Google,2018-08-01,"{'lat': 42.287411, 'lng': -71.0401064}",hrfhneZo9IVVO6ggU0ASYw,OK,118075,Boston,42.287440999999994,-71.03989399999998,28.757507,1,POINT (-71.03989399999998 42.287441),55740,Residential
177,gsv_177.jpg,© Google,2018-09-01,"{'lat': 42.37837865257526, 'lng': -71.03571839049815}",OEBDNsxDbYddH36nVZ5ktg,OK,45310,Boston,42.378624,-71.035851,31.419531,1,POINT (-71.03585099999999 42.378624),55478,Residential
13084,gsv_13084.jpg,© Google,2018-08-01,"{'lat': 42.32274310234811, 'lng': -71.04928223092625}",nmAkZvrgGQsgjGtxgaHDhQ,OK,10817,Boston,42.322722999999996,-71.049355,24.511148000000002,0,POINT (-71.04935500000001 42.322723),54437,Open Space
12223,gsv_12223.jpg,© Google,2017-07-01,"{'lat': 42.2607646, 'lng': -71.146816}",H3Yn-SGA-3TJaTvAWpSL_A,OK,99261,Boston,42.260788,-71.146835,18.972401,0,POINT (-71.146835 42.260788),54440,Open Space
15336,gsv_15336.jpg,© Google,2018-08-01,"{'lat': 42.32104287348185, 'lng': -71.06358441381076}",I4Ik4m5i_Mc1im7nK6S2nA,OK,10361,Boston,42.321422999999996,-71.063614,17.080088,0,POINT (-71.063614 42.321423),55612,Industrial
285,gsv_285.jpg,© Google,2011-07-01,"{'lat': 42.35098807344156, 'lng': -71.15737694176757}",YWq_hi8AK3bvtboH2np7Rg,OK,27511,Boston,42.350674,-71.15744000000002,29.742216,1,POINT (-71.15744000000002 42.350674),55295,Residential
2391,gsv_2391.jpg,© Google,2018-08-01,"{'lat': 42.28144255772385, 'lng': -71.06477276291491}",0GQMF5b83bQDO4MpjPz_1Q,OK,114248,Boston,42.281395,-71.064766,28.414358,1,POINT (-71.06476600000001 42.281395),54711,Residential
8371,gsv_8371.jpg,© Google,2018-10-01,"{'lat': 42.34140209338139, 'lng': -71.05485969451067}",VBBFyo_Zw90QbRoNbdDPJA,OK,20938,Boston,42.341576,-71.054611,23.720011,0,POINT (-71.05461099999999 42.341576),54631,Residential
12402,gsv_12402.jpg,© Google,2017-07-01,"{'lat': 42.29582211053012, 'lng': -71.13924216034219}",jRxGrqAGHzFS8BoVmGMoSQ,OK,122025,Boston,42.296211,-71.139145,22.544832,0,POINT (-71.139145 42.296211),54489,Open Space
2858,gsv_2858.jpg,© Google,2018-08-01,"{'lat': 42.29091389820748, 'lng': -71.04822105100652}",5h3T9zxhVG5zFiWsfciYSg,OK,1506,Boston,42.290871,-71.047852,25.953820999999998,1,POINT (-71.04785200000001 42.290871),55721,Residential
12095,gsv_12095.jpg,© Google,2013-08-01,"{'lat': 42.25984535791542, 'lng': -71.16187045450754}",z3oBcyzFAbghpEdKKgiLgA,OK,98781,Boston,42.260139,-71.16147600000002,22.594358,0,POINT (-71.16147600000002 42.260139),54477,Open Space
5984,gsv_5984.jpg,© Lee Toma,2017-09-01,"{'lat': 42.28985636172697, 'lng': -71.03856349884632}",CAoSLEFGMVFpcE5fejVpNkV3NHJYQTctdU5CZUJmcjU2S0t6Ym5mRVBXcEtIU1dR,OK,119471,Boston,42.290092,-71.038376,20.748701,0,POINT (-71.038376 42.290092),55724,Residential
12524,gsv_12524.jpg,© Lee Toma,2017-09-01,"{'lat': 42.2780728, 'lng': -71.0532961}",CAoSLEFGMVFpcFBMM2hseWNiYmI1VWQ1YkY4VS1kV05yR3VJRkhYWWV1VTgxWlI2,OK,44,Boston,42.278164000000004,-71.053314,23.913565,0,POINT (-71.053314 42.278164),54216,Open Space
5820,gsv_5820.jpg,© Google,2013-08-01,"{'lat': 42.29113667429431, 'lng': -71.14860425458562}",2SMjtWyJYLhwwKi50jnQHA,OK,119900,Boston,42.291012,-71.14852900000002,24.703222,0,POINT (-71.14852900000002 42.291012),54446,Residential
17189,gsv_17189.jpg,© Google,2018-10-01,"{'lat': 42.33592722681921, 'lng': -71.08721635082512}",TseD3l0yhZPlIcNXEA2ujg,OK,17575,Boston,42.336048,-71.087074,31.665191999999998,1,POINT (-71.087074 42.336048),54523,Mixed Use
17382,gsv_17382.jpg,© Google,2017-07-01,"{'lat': 42.32779203284735, 'lng': -71.06771096984933}",eBLA54Z6gYY7jlnZwrIpQA,OK,12879,Boston,42.327923,-71.067368,29.422634000000002,1,POINT (-71.067368 42.327923),55512,Mixed Use
5736,gsv_5736.jpg,© Google,2018-09-01,"{'lat': 42.34353079166848, 'lng': -71.08726146707824}",uJIyoKSjHJjbcKyxo46_rw,OK,22248,Boston,42.343525,-71.087257,23.245226000000002,0,POINT (-71.08725699999999 42.343525),55146,Residential
8274,gsv_8274.jpg,© Google,2013-08-01,"{'lat': 42.26666685757839, 'lng': -71.12883297476631}",n9MMF6fqxgl_Y64IZnbnNA,OK,103726,Boston,42.26664,-71.128822,23.550836999999998,0,POINT (-71.128822 42.26664),54363,Residential
6056,gsv_6056.jpg,© Google,2018-08-01,"{'lat': 42.28000062715736, 'lng': -71.07836978244934}",WNtsvLiim5PHX_2sNUBF8g,OK,113169,Boston,42.279964,-71.078354,21.731966,0,POINT (-71.078354 42.279964),55631,Residential
14399,gsv_14399.jpg,© Google,2018-08-01,"{'lat': 42.3434095, 'lng': -71.0353132}",4cQ7gGrafTouQn_TZPVJfA,OK,21934,Boston,42.343201,-71.034912,18.18017,0,POINT (-71.03491200000001 42.343201),54434,Industrial
2131,gsv_2131.jpg,© Google,2016-06-01,"{'lat': 42.2646334865573, 'lng': -71.10826713730484}",mFwusLxm2EQdbi2mY7OuAw,OK,102304,Boston,42.264687,-71.10818499999998,25.242781,1,POINT (-71.10818499999998 42.264687),54344,Residential
991,gsv_991.jpg,© Google,2013-08-01,"{'lat': 42.2897622, 'lng': -71.114401}",pCVum8niuuQQTkbpVdjc5g,OK,119170,Boston,42.289715,-71.11438000000003,25.666985,1,POINT (-71.11438000000003 42.289715),54237,Residential
6373,gsv_6373.jpg,© Google,2018-08-01,"{'lat': 42.28867472814964, 'lng': -71.07641069189737}",bs-gvTuhr0lqOMMi8a4JSg,OK,1134,Boston,42.2887,-71.076126,23.637728,0,POINT (-71.076126 42.2887),55618,Residential
10715,gsv_10715.jpg,© Google,2013-08-01,"{'lat': 42.2864644096142, 'lng': -71.105744158852}",uh80WrHhfb87-I9kFjXQNA,OK,117370,Boston,42.286465,-71.105743,28.432260999999997,1,POINT (-71.105743 42.286465),54293,Open Space
15876,gsv_15876.jpg,© Google,2018-09-01,"{'lat': 42.38029967641054, 'lng': -71.04017568236166}",LpvbNPEp5_4BZbVNoq4CXw,OK,46552,Boston,42.380249,-71.04053499999998,17.303947,0,POINT (-71.04053499999998 42.380249),55477,Industrial
16311,gsv_16311.jpg,© Google,2018-06-01,"{'lat': 42.33401765091327, 'lng': -71.05388310826582}",b3Ni60okwSeu1eukIQczTQ,OK,16293,Boston,42.334099,-71.054047,24.621588,0,POINT (-71.054047 42.334099),55408,Industrial
11990,gsv_11990.jpg,© Google,2018-11-01,"{'lat': 42.28618500242233, 'lng': -71.12884274959957}",MI7zhZuf4NTRsLki-xObpw,OK,117207,Boston,42.286137,-71.128822,24.39226,0,POINT (-71.128822 42.286137),54286,Open Space
3596,gsv_3596.jpg,© Google,2013-08-01,"{'lat': 42.27142353409129, 'lng': -71.0906559953653}",sFz0-U1da-XF804ODNjvPQ,OK,107101,Boston,42.271515,-71.09073599999998,29.954503999999996,1,POINT (-71.09073599999998 42.271515),54652,Residential
11209,gsv_11209.jpg,© Google,2018-09-01,"{'lat': 42.3027307, 'lng': -71.090639}",ACGdv94VrLcWe0Qb2R9yDQ,OK,4114,Boston,42.302574,-71.091011,27.534283000000002,1,POINT (-71.09101099999999 42.302574),54676,Open Space
18703,gsv_18703.jpg,© Google,2018-10-01,"{'lat': 42.27366000379963, 'lng': -71.06940350699173}",RXfkrIL4xyH6W6jgIatHvw,OK,108599,Boston,42.273464000000004,-71.069344,27.714489,1,POINT (-71.069344 42.273464),55614,Business
18323,gsv_18323.jpg,© Google,2007-07-01,"{'lat': 42.35158149629923, 'lng': -71.04384754935069}",1fDuHZQQk8q-89SW9eEECw,OK,28039,Boston,42.35165,-71.043915,18.030558,0,POINT (-71.043915 42.35165),55140,Mixed Use
9607,gsv_9607.jpg,© Google,2014-09-01,"{'lat': 42.34080795782251, 'lng': -71.16024114076909}",b6mAWlx1NU0d8rOYBUJ-9Q,OK,20523,Boston,42.340916,-71.160446,22.390375,0,POINT (-71.16044599999999 42.340916),55370,Residential
2906,gsv_2906.jpg,© Google,2009-09-01,"{'lat': 42.3155742979487, 'lng': -71.10717103403019}",WZ4zc7tCBsAOTW8Abr6wBw,OK,8002,Boston,42.31525,-71.107338,25.400194,1,POINT (-71.107338 42.31525),55775,Residential
695,gsv_695.jpg,© Google,2018-08-01,"{'lat': 42.31257365704382, 'lng': -71.07792884076859}",-aEMPpSTuVsiU9TiOG1Ayg,OK,6751,Boston,42.312325,-71.078255,28.162634000000004,1,POINT (-71.078255 42.312325),55523,Residential
13204,gsv_13204.jpg,© Google,2018-11-01,"{'lat': 42.2990714684695, 'lng': -71.11411185850405}",JyB1aFVvgVAkMFWIRVy--Q,OK,122932,Boston,42.299137,-71.114189,22.80283,0,POINT (-71.114189 42.299137),54759,Open Space
14226,gsv_14226.jpg,© Google,2018-09-01,"{'lat': 42.39068467775456, 'lng': -71.07038797202956}",K5mt5WrTb-Y5E3V9ONizcw,OK,53765,Boston,42.390972,-71.070747,15.030420999999999,0,POINT (-71.070747 42.390972),54848,Industrial
5192,gsv_5192.jpg,© Google,2018-11-01,"{'lat': 42.24835083574578, 'lng': -71.13207158132775}",F71XEtvwr_8rfkLGqe-KQA,OK,89629,Boston,42.24844,-71.132202,23.009672,0,POINT (-71.13220200000001 42.24844),54344,Residential
8845,gsv_8845.jpg,© Google,2011-08-01,"{'lat': 42.28985022833081, 'lng': -71.13368781774365}",mPa60WqBAeDAq4psszr7UA,OK,119200,Boston,42.289715,-71.133888,22.51655,0,POINT (-71.133888 42.289715),54265,Residential
10402,gsv_10402.jpg,© Google,2018-09-01,"{'lat': 42.28805705552399, 'lng': -71.10623046755737}",vrerKHdkPQJSY12rEOPc1w,OK,118330,Boston,42.288090000000004,-71.106308,28.024986,1,POINT (-71.106308 42.28809),54668,Open Space
7580,gsv_7580.jpg,© Google,2018-08-01,"{'lat': 42.28695650287699, 'lng': -71.0648353002608}",VcVjXW9122_ex7Iv0EnA9g,OK,851,Boston,42.286972,-71.064743,20.052967000000002,0,POINT (-71.06474300000001 42.286972),55642,Residential
122,gsv_122.jpg,© Google,2018-09-01,"{'lat': 42.36613002773318, 'lng': -71.03565467169204}",srpgG0dIqVRUNkS19Oo2Rg,OK,36830,Boston,42.366276,-71.03546899999998,26.097332,1,POINT (-71.03546899999998 42.366276),55499,Residential
15708,gsv_15708.jpg,© Google,2017-08-01,"{'lat': 42.33078372000137, 'lng': -71.0574967604423}",ZmF07GBCuQgts__mM3xG7Q,OK,14340,Boston,42.330849,-71.057426,18.349316,0,POINT (-71.05742600000001 42.330849),55419,Industrial
11270,gsv_11270.jpg,© Google,2018-08-01,"{'lat': 42.30934828795353, 'lng': -71.07441188383524}",flCwF3wLrKSSmHqO0tBIww,OK,5690,Boston,42.309399,-71.07431,26.545769,1,POINT (-71.07431 42.309399),55519,Open Space
8617,gsv_8617.jpg,© Google,2017-06-01,"{'lat': 42.28126981613772, 'lng': -71.1390504282619}",Pyvf84Cse-BuuHZ6kA81HQ,OK,114156,Boston,42.281261,-71.139145,23.67951,0,POINT (-71.139145 42.281261),54250,Residential
12193,gsv_12193.jpg,© Google,2018-07-01,"{'lat': 42.2898744, 'lng': -71.1054962}",LtqxIvVwObxZkMpRH3cO4A,OK,119159,Boston,42.289715,-71.10537,23.915689,0,POINT (-71.10536999999999 42.289715),54668,Open Space
13673,gsv_13673.jpg,© Google,2018-08-01,"{'lat': 42.34396421961316, 'lng': -71.02981298184037}",8mUqtt3n-oXpNa_nAPDEKA,OK,22613,Boston,42.344173,-71.029839,30.751413,1,POINT (-71.029839 42.344173),55417,Industrial
15674,gsv_15674.jpg,© Google,2018-09-01,"{'lat': 42.30412543595009, 'lng': -71.10792077347902}",K_6jUO1TVJdem7iSlnPqkg,OK,124809,Boston,42.30407,-71.107964,13.553227,0,POINT (-71.107964 42.30407),55787,Industrial
7292,gsv_7292.jpg,© Google,2018-11-01,"{'lat': 42.29101401506531, 'lng': -71.13796490147067}",vu6AbZL2ymwY1kH35Mjj0Q,OK,119881,Boston,42.291012,-71.138023,21.177204,0,POINT (-71.138023 42.291012),54265,Residential
15806,gsv_15806.jpg,© Google,2016-09-01,"{'lat': 42.28043855819902, 'lng': -71.17113968300934}",cJhcpGRVKiTE9bi6Gt86yg,OK,113520,Boston,42.280289,-71.171234,22.14716,0,POINT (-71.171234 42.280289),54454,Industrial
7069,gsv_7069.jpg,© Google,2014-09-01,"{'lat': 42.31013, 'lng': -71.0671739}",6aVL58tq5WHwvouZgiv9wQ,OK,6001,Boston,42.310375,-71.066994,22.875593,0,POINT (-71.06699399999999 42.310375),55664,Residential
6193,gsv_6193.jpg,© Google,2013-09-01,"{'lat': 42.2711967019569, 'lng': -71.10400278262904}",ijhYTIP7UQD8UZPyUZ3NDg,OK,106853,Boston,42.271187,-71.104057,23.348091,0,POINT (-71.104057 42.271187),54667,Residential
5474,gsv_5474.jpg,© Google,2018-08-01,"{'lat': 42.33057445173576, 'lng': -71.03933742542554}",0ApmuOcG8zhrglslZqn4eg,OK,14308,Boston,42.330849,-71.039413,24.255451,0,POINT (-71.039413 42.330849),54595,Residential
698,gsv_698.jpg,© Google,2013-09-01,"{'lat': 42.2776906, 'lng': -71.1424528}",BH3BSjG98RcOquWnwBHWCw,OK,111754,Boston,42.277687,-71.14233399999998,30.949677,1,POINT (-71.14233399999998 42.277687),54445,Residential
7224,gsv_7224.jpg,© Google,2018-08-01,"{'lat': 42.2715907, 'lng': -71.0790609}",Ct9SmlN8KuoqOR0-UlU98g,OK,106809,Boston,42.271187,-71.078911,23.418165,0,POINT (-71.07891100000001 42.271187),54642,Residential
16304,gsv_16304.jpg,© Google,2017-08-01,"{'lat': 42.32358034929021, 'lng': -71.054590031171}",vUQVSOl7lvUhbK3Oe9nCTw,OK,11166,Boston,42.3237,-71.05442,16.987492,0,POINT (-71.05441999999999 42.3237),54680,Industrial
1023,gsv_1023.jpg,© Google,2018-09-01,"{'lat': 42.3158676, 'lng': -71.0934659}",pAomZ2YEAqAhYyoBPQhp3g,OK,8243,Boston,42.315899,-71.093826,25.403779999999998,1,POINT (-71.09382600000001 42.315899),54749,Residential
18659,gsv_18659.jpg,© Google,2017-08-01,"{'lat': 42.32985854983402, 'lng': -71.0569504994118}",VbE2sPrMSmQKpLSdkiflXA,OK,13778,Boston,42.329871999999995,-71.057236,25.65844,1,POINT (-71.057236 42.329872),55411,Business
10979,gsv_10979.jpg,© Google,2018-10-01,"{'lat': 42.27730143969297, 'lng': -71.06026248195569}",1uojtwbLEdoul-cX1ifJRQ,OK,111365,Boston,42.277111,-71.059731,26.728635999999998,1,POINT (-71.059731 42.277111),55748,Open Space
9801,gsv_9801.jpg,© Google,2013-08-01,"{'lat': 42.248981, 'lng': -71.1097992}",10qs8lKoB5aMDAXE-8hkLQ,OK,90133,Boston,42.249088,-71.109688,24.043362,0,POINT (-71.10968800000001 42.249088),54429,Residential
5122,gsv_5122.jpg,© Google,2013-10-01,"{'lat': 42.23666693770362, 'lng': -71.12603023737782}",YIvjFbprczSA79aeOZnPAg,OK,82783,Boston,42.236736,-71.126198,19.155859,0,POINT (-71.126198 42.236736),54380,Residential
3731,gsv_3731.jpg,© Google,2018-08-01,"{'lat': 42.31769710216786, 'lng': -71.08412960867146}",6pMKVZFnihVjF0ACvrCG4g,OK,8865,Boston,42.317524,-71.084259,27.751528000000004,1,POINT (-71.084259 42.317524),55551,Residential
17795,gsv_17795.jpg,© Google,2018-08-01,"{'lat': 42.35884856913277, 'lng': -71.05104909871264}",RrshxNVTDj31eHRJsP_XfA,OK,32399,Boston,42.358799,-71.051048,19.396557,0,POINT (-71.05104799999999 42.358799),54833,Mixed Use
19641,gsv_19641.jpg,© Google,2011-08-01,"{'lat': 42.2757584, 'lng': -71.1698352}",-wsH08fYInrgvFp3K5-Dww,OK,110656,Boston,42.276061999999996,-71.169922,26.093843,1,POINT (-71.169922 42.276062),54484,Comm/Instit
7171,gsv_7171.jpg,© Google,2018-09-01,"{'lat': 42.3243645, 'lng': -71.1051359}",VM5ZZyYldGmh_YfmQK_F2w,OK,11480,Boston,42.324348,-71.105087,21.865059,0,POINT (-71.105087 42.324348),55754,Residential
13493,gsv_13493.jpg,© Google,2018-10-01,"{'lat': 42.3143186, 'lng': -71.0477188}",P0uZlnA00CK8Z81zIOk56g,OK,7501,Boston,42.314274,-71.047859,21.479303,0,POINT (-71.047859 42.314274),55749,Open Space
18543,gsv_18543.jpg,© Google,2013-08-01,"{'lat': 42.2711716, 'lng': -71.093943}",44Hp7vkuGirpVvpN_8kmRg,OK,106836,Boston,42.271187,-71.093925,25.66173,1,POINT (-71.093925 42.271187),54670,Business
9727,gsv_9727.jpg,© Google,2018-08-01,"{'lat': 42.2751928, 'lng': -71.0708756}",yv_7nV79U5nBZ8LZ55q2gA,OK,109563,Boston,42.274761,-71.070847,24.129425,0,POINT (-71.070847 42.274761),55632,Residential
9482,gsv_9482.jpg,© Google,2018-08-01,"{'lat': 42.2711444, 'lng': -71.0682016}",kx-U4FtZW4aVn0JTCKowZw,OK,106799,Boston,42.271187,-71.068779,20.254488000000002,0,POINT (-71.06877900000001 42.271187),55572,Residential
5271,gsv_5271.jpg,© Google,2018-08-01,"{'lat': 42.35776146751022, 'lng': -71.13011722686291}",so_NGI3ekAKZzmWdu9vCng,OK,31878,Boston,42.357822,-71.130043,23.931910000000002,0,POINT (-71.130043 42.357822),55346,Residential
7176,gsv_7176.jpg,© Google,2018-08-01,"{'lat': 42.28400253901837, 'lng': -71.06007399724555}",1AI808k-WaHivMZNgAk5QA,OK,470,Boston,42.284046000000004,-71.060051,24.841566,0,POINT (-71.060051 42.284046),55716,Residential
17698,gsv_17698.jpg,© Google,2018-09-01,"{'lat': 42.37034083413896, 'lng': -71.03234773168654}",-nRYgPy4l0Oza3LMU55ioQ,OK,39390,Boston,42.370174,-71.032097,16.717562,0,POINT (-71.03209699999999 42.370174),55437,Miscellaneous
16035,gsv_16035.jpg,© Google,2018-09-01,"{'lat': 42.37171033722906, 'lng': -71.04307352241678}",gelfrzQs9Nc7-HTYiUDpVQ,OK,40490,Boston,42.371798999999996,-71.04316700000003,18.951614000000006,0,POINT (-71.04316700000003 42.371799),55470,Industrial
7715,gsv_7715.jpg,© Google,2016-05-01,"{'lat': 42.35002510261471, 'lng': -71.14052169229987}",SmBAG-dZt6pT6NQt4zlkxw,OK,27008,Boston,42.350025,-71.140549,24.347885,0,POINT (-71.14054899999999 42.350025),55387,Residential
3441,gsv_3441.jpg,© Google,2013-08-01,"{'lat': 42.25165841071222, 'lng': -71.14416642920447}",YfZOGr7PGFIQRwZFgY9oWw,OK,92240,Boston,42.251686,-71.144211,25.565383999999998,1,POINT (-71.144211 42.251686),54368,Residential
15622,gsv_15622.jpg,© Google,2018-10-01,"{'lat': 42.33821245962093, 'lng': -71.03137168811392}",6ZG52RahUeNy_5skF_pVnw,OK,18939,Boston,42.338326,-71.03134200000002,22.430323,0,POINT (-71.03134200000002 42.338326),54434,Industrial
15141,gsv_15141.jpg,© Google,2016-10-01,"{'lat': 42.3440276, 'lng': -71.0481384}",35URD8Az_NeFH-6IwuZfUQ,OK,22421,Boston,42.343849,-71.047668,14.380529999999998,0,POINT (-71.047668 42.343849),54201,Industrial
1174,gsv_1174.jpg,© Google,2018-08-01,"{'lat': 42.32806788652732, 'lng': -71.09176736127651}",hcuC3qgEg8_1NrTL5NL2AQ,OK,13049,Boston,42.328251,-71.091576,38.901901,1,POINT (-71.091576 42.328251),54740,Residential
4066,gsv_4066.jpg,© Google,2007-10-01,"{'lat': 42.2475106, 'lng': -71.1111948}",Ru2NSPv8Asnk32Dj5Uqoig,OK,88839,Boston,42.247463,-71.111,24.927657999999997,1,POINT (-71.111 42.247463),54429,Residential
4582,gsv_4582.jpg,© Google,2013-08-01,"{'lat': 42.2819679954378, 'lng': -71.15289117524597}",l4wfuD1K8yiuCoN85bfy8Q,OK,114615,Boston,42.281914,-71.15303,26.73000900000001,1,POINT (-71.15303 42.281914),54501,Residential
12045,gsv_12045.jpg,© Google,2018-11-01,"{'lat': 42.27631360336737, 'lng': -71.17260557544877}",SDi8pLnAJyAdHfF8CZH0uQ,OK,110881,Boston,42.276385999999995,-71.172737,23.149407999999998,0,POINT (-71.172737 42.276386),54457,Open Space
2012,gsv_2012.jpg,© Google,2018-08-01,"{'lat': 42.33475572355459, 'lng': -71.03605914699845}",GvQ-But42i-Ny77UpkKUoQ,OK,16665,Boston,42.334747,-71.036034,27.440842,1,POINT (-71.036034 42.334747),54595,Residential
40,gsv_40.jpg,© Google,2009-09-01,"{'lat': 42.320436, 'lng': -71.0960844}",lg_t48Xae1e3L6BC--7Wiw,OK,10046,Boston,42.32045,-71.09607700000002,26.962972999999998,1,POINT (-71.09607700000002 42.32045),54733,Residential
15308,gsv_15308.jpg,© Google,2018-08-01,"{'lat': 42.3246517, 'lng': -71.0696526}",75Ex3_RitG6V91n_FS5OEQ,OK,11542,Boston,42.324673,-71.069618,16.440695,0,POINT (-71.06961800000001 42.324673),54519,Industrial
10103,gsv_10103.jpg,© Google,2018-09-01,"{'lat': 42.34538172972567, 'lng': -71.10442528241082}",6Hw3b26RDJw4XiuSTGcfzw,OK,23579,Boston,42.345473999999996,-71.10414899999998,28.81230200000001,1,POINT (-71.10414899999998 42.345474),54976,Open Space
2414,gsv_2414.jpg,© Google,2017-06-01,"{'lat': 42.27950661325578, 'lng': -71.15615801492726}",70ztiIaKbHoxsJ2uyp8Mog,OK,112859,Boston,42.279312,-71.15641,26.614382,1,POINT (-71.15640999999999 42.279312),54445,Residential
9073,gsv_9073.jpg,© Google,2018-08-01,"{'lat': 42.30325605347571, 'lng': -71.06741712427606}",v0wCBwO9WoQM08p-K6pcAQ,OK,4221,Boston,42.303222999999996,-71.067368,21.128923,0,POINT (-71.067368 42.303223),55654,Residential
19514,gsv_19514.jpg,© Google,2018-08-01,"{'lat': 42.32581722564638, 'lng': -71.06581906588475}",mn2IoolqKlnsD7zGbMRRdQ,OK,12064,Boston,42.325974,-71.065872,21.227325,0,POINT (-71.065872 42.325974),55753,Business
18633,gsv_18633.jpg,© Google,2017-08-01,"{'lat': 42.25580587523345, 'lng': -71.11875917181099}",GK1epUxLpU8ZGIC4tT9MXg,OK,95253,Boston,42.255589,-71.118317,25.78385,1,POINT (-71.118317 42.255589),54370,Business
17086,gsv_17086.jpg,© Google,2018-08-01,"{'lat': 42.38927687581577, 'lng': -71.01141483242858}",xuiArwbbYnnHEfRgoQ5esA,OK,52619,Boston,42.389351,-71.011269,25.543020000000002,1,POINT (-71.011269 42.389351),55453,Mixed Use
14850,gsv_14850.jpg,© Google,2018-08-01,"{'lat': 42.30680484853147, 'lng': -71.05704998796834}",bBcgYJVJ0WCFrvovEFnVTA,OK,5023,Boston,42.307125,-71.057236,17.697857,0,POINT (-71.057236 42.307125),55738,Industrial
9536,gsv_9536.jpg,© Google,2013-08-01,"{'lat': 42.25073811739284, 'lng': -71.14532884485301}",UO5-w8REaF0Dm9e9DS4n-w,OK,91471,Boston,42.250713,-71.145149,20.339844,0,POINT (-71.145149 42.250713),54368,Residential
12104,gsv_12104.jpg,© Google,2018-08-01,"{'lat': 42.3703878, 'lng': -71.0621684}",K8iyhKRRBB_fpoKqdAlwRA,OK,39631,Boston,42.370499,-71.062302,19.751676999999997,0,POINT (-71.062302 42.370499),54856,Open Space
16917,gsv_16917.jpg,© Google,2018-08-01,"{'lat': 42.37508371300325, 'lng': -71.0531010695673}",CwKC2TmXZW6IIDwuM6KD1g,OK,42967,Boston,42.375374,-71.052734,31.527355,1,POINT (-71.052734 42.375374),54855,Mixed Use
589,gsv_589.jpg,© Google,2018-08-01,"{'lat': 42.31849295512716, 'lng': -71.08734114567231}",e7P-0QMIMvKmVVYNMk3SIQ,OK,9392,Boston,42.318825,-71.087257,29.200034999999996,1,POINT (-71.08725699999999 42.318825),54749,Residential
12034,gsv_12034.jpg,© Google,2018-10-01,"{'lat': 42.36045831752939, 'lng': -71.14845526530226}",avZc6h7MMHZWU1AZH5ShHQ,OK,33451,Boston,42.360424,-71.14843,23.519106,0,POINT (-71.14843 42.360424),55391,Open Space
